source,target
HB00350,"cayetano, maria laarni"
HB00351,"cayetano, maria laarni"
HB00352,"cayetano, maria laarni"
HB00353,"cayetano, maria laarni"
HB00354,"cayetano, maria laarni"
HB00355,"cayetano, maria laarni"
HB00356,"cayetano, maria laarni"
HB00357,"cayetano, maria laarni"
HB00358,"cayetano, maria laarni"
HB00359,"yap, victor a."
HB00360,"yap, victor a."
HB00361,"yap, victor a."
HB00362,"yap, victor a."
HB00363,"yap, victor a."
HB00364,"yap, victor a."
HB00365,"yap, victor a."
HB00366,"yap, victor a."
HB00367,"yap, victor a."
HB00368,"yap, victor a."
HB00369,"olivarez, eric l."
HB00370,"olivarez, eric l."
HB00371,"olivarez, eric l."
HB00372,"olivarez, eric l."
HB00373,"olivarez, eric l."
HB00374,"olivarez, eric l."
HB00375,"olivarez, eric l."
HB00376,"olivarez, eric l."
HB00377,"olivarez, eric l."
HB00378,"zamora, manuel ""way kurat"" e."
HB00379,"zamora, manuel ""way kurat"" e."
HB00380,"zamora, manuel ""way kurat"" e."
HB00381,"zamora, manuel ""way kurat"" e."
HB00382,"zamora, manuel ""way kurat"" e."
HB00383,"zamora, manuel ""way kurat"" e."
HB00384,"zamora, manuel ""way kurat"" e."
HB00385,"zamora, manuel ""way kurat"" e."
HB00386,"zamora, manuel ""way kurat"" e."
HB00387,"arroyo, ma. lourdes t."
HB00388,"arroyo, ma. lourdes t."
HB00389,"arroyo, ma. lourdes t."
HB00390,"arroyo, ma. lourdes t."
HB00391,"arroyo, ma. lourdes t."
HB00392,"ferrer, luis iv ""jon-jon"" a."
HB00393,"ferrer, luis iv ""jon-jon"" a."
HB00394,"ferrer, luis iv ""jon-jon"" a."
HB00395,"erice, edgar r."
HB00396,"erice, edgar r."
HB00397,"erice, edgar r."
HB00398,"villafuerte, luis raymund  jr. ""lray"" f."
HB00399,"villafuerte, luis raymund  jr. ""lray"" f."
HB00400,"villafuerte, luis raymund  jr. ""lray"" f."
HB00401,"villafuerte, luis raymund  jr. ""lray"" f."
HB00402,"villafuerte, luis raymund  jr. ""lray"" f."
HB00403,"villafuerte, luis raymund  jr. ""lray"" f."
HB00404,"villafuerte, luis raymund  jr. ""lray"" f."
HB00405,"villafuerte, luis raymund  jr. ""lray"" f."
HB00406,"villafuerte, luis raymund  jr. ""lray"" f."
HB00407,"villafuerte, luis raymund  jr. ""lray"" f."
HB00408,"romualdo, xavier jesus d."
HB00409,"romualdo, xavier jesus d."
HB00410,"romualdo, xavier jesus d."
HB00411,"romualdo, xavier jesus d."
HB00412,"romualdo, xavier jesus d."
HB00413,"romualdo, xavier jesus d."
HB00414,"romualdo, xavier jesus d."
HB00415,"romualdo, xavier jesus d."
HB00416,"romualdo, xavier jesus d."
HB00417,"romualdo, xavier jesus d."
HB00418,"reyes, allan benedict s."
HB00419,"rodriguez, rufus b."
HB00420,"rodriguez, rufus b."
HB00421,"rodriguez, rufus b."
HB00422,"rodriguez, rufus b."
HB00423,"rodriguez, rufus b."
HB00424,"rodriguez, rufus b."
HB00425,"rodriguez, rufus b."
HB00426,"rodriguez, rufus b."
HB00427,"rodriguez, rufus b."
HB00428,"rodriguez, rufus b."
HB00429,"rodriguez, rufus b."
HB00430,"rodriguez, rufus b."
HB00431,"rodriguez, rufus b."
HB00432,"rodriguez, rufus b."
HB00433,"rodriguez, rufus b."
HB00434,"rodriguez, rufus b."
HB00435,"rodriguez, rufus b."
HB00436,"revilla, strike b."
HB00437,"revilla, strike b."
HB00438,"revilla, strike b."
HB00439,"revilla, strike b."
HB00440,"revilla, strike b."
HB00441,"revilla, strike b."
HB00442,"revilla, strike b."
HB00443,"revilla, strike b."
HB00444,"revilla, strike b."
HB00445,"revilla, strike b."
HB00446,"lopez, manuel luis t."
HB00447,"lopez, manuel luis t."
HB00448,"lopez, manuel luis t."
HB00449,"lopez, manuel luis t."
HB00450,"lopez, manuel luis t."
HB00451,"lopez, manuel luis t."
HB00452,"lopez, manuel luis t."
HB00453,"lopez, manuel luis t."
HB00454,"lopez, manuel luis t."
HB00455,"lopez, manuel luis t."
HB00456,"cayetano, maria laarni"
HB00457,"cayetano, maria laarni"
HB00458,"kho, elisa ""olga"" t."
HB00459,"kho, elisa ""olga"" t."
HB00460,"kho, elisa ""olga"" t."
HB00461,"kho, elisa ""olga"" t."
HB00462,"kho, elisa ""olga"" t."
HB00463,"kho, elisa ""olga"" t."
HB00464,"kho, elisa ""olga"" t."
HB00465,"kho, elisa ""olga"" t."
HB00466,"de jesus, presley c."
HB00467,"de jesus, presley c."
HB00468,"ebcas, adriano a."
HB00468,"dagooc, sergio c."
HB00468,"guya, godofredo n."
HB00468,"de jesus, presley c."
HB00469,"ebcas, adriano a."
HB00469,"dagooc, sergio c."
HB00469,"guya, godofredo n."
HB00469,"de jesus, presley c."
HB00470,"ebcas, adriano a."
HB00470,"dagooc, sergio c."
HB00470,"guya, godofredo n."
HB00470,"de jesus, presley c."
HB00471,"ebcas, adriano a."
HB00471,"dagooc, sergio c."
HB00471,"guya, godofredo n."
HB00471,"de jesus, presley c."
HB00472,"ebcas, adriano a."
HB00472,"dagooc, sergio c."
HB00472,"guya, godofredo n."
HB00472,"de jesus, presley c."
HB00473,"ebcas, adriano a."
HB00473,"dagooc, sergio c."
HB00473,"guya, godofredo n."
HB00473,"de jesus, presley c."
HB00474,"gaite, ferdinand r."
HB00474,"brosas, arlene d."
HB00474,"zarate, carlos isagani t."
HB00474,"castro, france l."
HB00474,"elago, sarah jane i."
HB00474,"cullamat, eufemia ""ka femia"" c."
HB00475,"gaite, ferdinand r."
HB00475,"zarate, carlos isagani t."
HB00475,"brosas, arlene d."
HB00475,"castro, france l."
HB00475,"elago, sarah jane i."
HB00475,"cullamat, eufemia ""ka femia"" c."
HB00476,"gaite, ferdinand r."
HB00476,"brosas, arlene d."
HB00476,"zarate, carlos isagani t."
HB00476,"cullamat, eufemia ""ka femia"" c."
HB00476,"castro, france l."
HB00476,"elago, sarah jane i."
HB00477,"gaite, ferdinand r."
HB00477,"brosas, arlene d."
HB00477,"zarate, carlos isagani t."
HB00477,"cullamat, eufemia ""ka femia"" c."
HB00477,"castro, france l."
HB00477,"elago, sarah jane i."
HB00478,"gaite, ferdinand r."
HB00478,"zarate, carlos isagani t."
HB00478,"brosas, arlene d."
HB00478,"castro, france l."
HB00478,"elago, sarah jane i."
HB00478,"cullamat, eufemia ""ka femia"" c."
HB00479,"gaite, ferdinand r."
HB00479,"zarate, carlos isagani t."
HB00479,"brosas, arlene d."
HB00479,"castro, france l."
HB00479,"elago, sarah jane i."
HB00479,"cullamat, eufemia ""ka femia"" c."
HB00480,"gaite, ferdinand r."
HB00480,"zarate, carlos isagani t."
HB00480,"brosas, arlene d."
HB00480,"castro, france l."
HB00480,"elago, sarah jane i."
HB00480,"cullamat, eufemia ""ka femia"" c."
HB00481,"gaite, ferdinand r."
HB00481,"brosas, arlene d."
HB00481,"cullamat, eufemia ""ka femia"" c."
HB00481,"castro, france l."
HB00481,"elago, sarah jane i."
HB00482,"gaite, ferdinand r."
HB00482,"brosas, arlene d."
HB00482,"zarate, carlos isagani t."
HB00482,"cullamat, eufemia ""ka femia"" c."
HB00482,"castro, france l."
HB00482,"elago, sarah jane i."
HB00483,"deloso-montalla, cheryl p."
HB00484,"deloso-montalla, cheryl p."
HB00485,"deloso-montalla, cheryl p."
HB00486,"deloso-montalla, cheryl p."
HB00487,"deloso-montalla, cheryl p."
HB00488,"deloso-montalla, cheryl p."
HB00489,"deloso-montalla, cheryl p."
HB00490,"deloso-montalla, cheryl p."
HB00491,"deloso-montalla, cheryl p."
HB00492,"deloso-montalla, cheryl p."
HB00493,"del mar, raul v."
HB00494,"del mar, raul v."
HB00495,"del mar, raul v."
HB00496,"del mar, raul v."
HB00497,"del mar, raul v."
HB00497,"ungab, isidro t."
HB00497,"madrona, eleandro jesus f."
HB00498,"del mar, raul v."
HB00499,"barbers, robert ace s."
HB00500,"barbers, robert ace s."
HB00501,"barbers, robert ace s."
HB00502,"barbers, robert ace s."
HB00503,"barbers, robert ace s."
HB00504,"barbers, robert ace s."
HB00505,"barbers, robert ace s."
HB00506,"barbers, robert ace s."
HB00507,"barbers, robert ace s."
HB00508,"gaite, ferdinand r."
HB00508,"brosas, arlene d."
HB00508,"zarate, carlos isagani t."
HB00508,"cullamat, eufemia ""ka femia"" c."
HB00508,"castro, france l."
HB00508,"elago, sarah jane i."
HB00509,"gaite, ferdinand r."
HB00509,"brosas, arlene d."
HB00509,"zarate, carlos isagani t."
HB00509,"cullamat, eufemia ""ka femia"" c."
HB00509,"castro, france l."
HB00509,"elago, sarah jane i."
HB00510,"gaite, ferdinand r."
HB00510,"brosas, arlene d."
HB00510,"zarate, carlos isagani t."
HB00510,"cullamat, eufemia ""ka femia"" c."
HB00510,"castro, france l."
HB00510,"elago, sarah jane i."
HB00511,"zarate, carlos isagani t."
HB00511,"brosas, arlene d."
HB00511,"cullamat, eufemia ""ka femia"" c."
HB00511,"castro, france l."
HB00511,"elago, sarah jane i."
HB00512,"gaite, ferdinand r."
HB00512,"brosas, arlene d."
HB00512,"zarate, carlos isagani t."
HB00512,"cullamat, eufemia ""ka femia"" c."
HB00512,"castro, france l."
HB00512,"elago, sarah jane i."
HB00513,"gaite, ferdinand r."
HB00513,"brosas, arlene d."
HB00513,"zarate, carlos isagani t."
HB00513,"cullamat, eufemia ""ka femia"" c."
HB00513,"castro, france l."
HB00513,"elago, sarah jane i."
HB00514,"roman, geraldine b."
HB00515,"roman, geraldine b."
HB00516,"roman, geraldine b."
HB00517,"roman, geraldine b."
HB00518,"aglipay, michael edgar y."
HB00519,"aglipay, michael edgar y."
HB00520,"aglipay, michael edgar y."
HB00521,"aglipay, michael edgar y."
HB00522,"aglipay, michael edgar y."
HB00523,"aglipay, michael edgar y."
HB00524,"aglipay, michael edgar y."
HB00525,"aglipay, michael edgar y."
HB00526,"aglipay, michael edgar y."
HB00527,"aglipay, michael edgar y."
HB00528,"paduano, joseph stephen ""caraps"" s."
HB00529,"paduano, joseph stephen ""caraps"" s."
HB00530,"paduano, joseph stephen ""caraps"" s."
HB00531,"paduano, joseph stephen ""caraps"" s."
HB00532,"paduano, joseph stephen ""caraps"" s."
HB00533,"paduano, joseph stephen ""caraps"" s."
HB00534,"paduano, joseph stephen ""caraps"" s."
HB00535,"paduano, joseph stephen ""caraps"" s."
HB00536,"paduano, joseph stephen ""caraps"" s."
HB00537,"paduano, joseph stephen ""caraps"" s."
HB00538,"cabatbat, argel joseph t."
HB00539,"cabatbat, argel joseph t."
HB00540,"cabatbat, argel joseph t."
HB00541,"cabatbat, argel joseph t."
HB00542,"enverga, wilfrido mark m."
HB00543,"enverga, wilfrido mark m."
HB00544,"enverga, wilfrido mark m."
HB00545,"enverga, wilfrido mark m."
HB00546,"biazon, ruffy b."
HB00547,"biazon, ruffy b."
HB00548,"biazon, ruffy b."
HB00549,"biazon, ruffy b."
HB00550,"biazon, ruffy b."
HB00551,"biazon, ruffy b."
HB00552,"biazon, ruffy b."
HB00553,"biazon, ruffy b."
HB00554,"biazon, ruffy b."
HB00555,"biazon, ruffy b."
HB00556,"abellanosa, rodrigo a."
HB00557,"abellanosa, rodrigo a."
HB00558,"abellanosa, rodrigo a."
HB00559,"abellanosa, rodrigo a."
HB00560,"abellanosa, rodrigo a."
HB00561,"abellanosa, rodrigo a."
HB00562,"abellanosa, rodrigo a."
HB00563,"abellanosa, rodrigo a."
HB00564,"abellanosa, rodrigo a."
HB00565,"abellanosa, rodrigo a."
HB00566,"gasataya, greg g."
HB00567,"gasataya, greg g."
HB00568,"gasataya, greg g."
HB00569,"gasataya, greg g."
HB00570,"gasataya, greg g."
HB00571,"gasataya, greg g."
HB00572,"gasataya, greg g."
HB00573,"gasataya, greg g."
HB00574,"gasataya, greg g."
HB00575,"gasataya, greg g."
HB00576,"villanueva, eduardo ""bro. eddie"" c."
HB00576,"rivera, domingo c."
HB00577,"villanueva, eduardo ""bro. eddie"" c."
HB00577,"rivera, domingo c."
HB00578,"villanueva, eduardo ""bro. eddie"" c."
HB00578,"rivera, domingo c."
HB00579,"villanueva, eduardo ""bro. eddie"" c."
HB00579,"rivera, domingo c."
HB00580,"villanueva, eduardo ""bro. eddie"" c."
HB00580,"rivera, domingo c."
HB00581,"villanueva, eduardo ""bro. eddie"" c."
HB00581,"rivera, domingo c."
HB00582,"villanueva, eduardo ""bro. eddie"" c."
HB00582,"rivera, domingo c."
HB00583,"villanueva, eduardo ""bro. eddie"" c."
HB00583,"rivera, domingo c."
HB00584,"mangaoang, allen jesse c."
HB00585,"mangaoang, allen jesse c."
HB00586,"mangaoang, allen jesse c."
HB00586,"romulo, roman t."
HB00586,"yap, eric go"
HB00587,"mangaoang, allen jesse c."
HB00588,"mangaoang, allen jesse c."
HB00589,"mangaoang, allen jesse c."
HB00590,"mangaoang, allen jesse c."
HB00591,"mangaoang, allen jesse c."
HB00592,"mangaoang, allen jesse c."
HB00593,"mangaoang, allen jesse c."
HB00594,"silverio, lorna c."
HB00595,"silverio, lorna c."
HB00596,"silverio, lorna c."
HB00597,"silverio, lorna c."
HB00598,"silverio, lorna c."
HB00599,"silverio, lorna c."
HB00602,"acop, resurreccion m."
HB00603,"acop, resurreccion m."
HB00604,"acop, resurreccion m."
HB00605,"acop, resurreccion m."
HB00606,"acop, resurreccion m."
HB00607,"acop, resurreccion m."
HB00608,"acop, resurreccion m."
HB00609,"acop, resurreccion m."
HB00610,"acop, resurreccion m."
HB00611,"acop, resurreccion m."
HB00612,"vargas, alfred d."
HB00613,"vargas, alfred d."
HB00614,"vargas, alfred d."
HB00615,"vargas, alfred d."
HB00616,"vargas, alfred d."
HB00617,"yap, eric go"
HB00618,"cojuangco, carlos o."
HB00618,"marquez, carlito s."
HB00619,"marquez, carlito s."
HB00620,"marquez, carlito s."
HB00621,"marquez, carlito s."
HB00622,"marquez, carlito s."
HB00623,"marquez, carlito s."
HB00624,"marquez, carlito s."
HB00624,"madrona, eleandro jesus f."
HB00625,"almario, joel mayo z."
HB00626,"almario, joel mayo z."
HB00627,"almario, joel mayo z."
HB00628,"almario, joel mayo z."
HB00629,"almario, joel mayo z."
HB00630,"almario, joel mayo z."
HB00631,"legarda, loren"
HB00632,"legarda, loren"
HB00633,"legarda, loren"
HB00634,"legarda, loren"
HB00635,"legarda, loren"
HB00636,"legarda, loren"
HB00637,"legarda, loren"
HB00638,"legarda, loren"
HB00638,"kho, elisa ""olga"" t."
HB00638,"salceda, joey sarte"
HB00638,"bulut, elias jr. c."
HB00638,"biazon, ruffy b."
HB00638,"romulo, roman t."
HB00638,"gonzaga, ruwel peter s."
HB00638,"natividad-nagaño, maricel g., md."
HB00638,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB00638,"yap, eric go"
HB00639,"legarda, loren"
HB00640,"legarda, loren"
HB00641,"salvador-tambunting, joy myra"
HB00642,"salvador-tambunting, joy myra"
HB00643,"salvador-tambunting, joy myra"
HB00644,"salvador-tambunting, joy myra"
HB00645,"salvador-tambunting, joy myra"
HB00646,"salvador-tambunting, joy myra"
HB00647,"salvador-tambunting, joy myra"
HB00648,"salvador-tambunting, joy myra"
HB00649,"salvador-tambunting, joy myra"
HB00650,"salvador-tambunting, joy myra"
HB00651,"abaya, francis gerald aguinaldo"
HB00652,"abaya, francis gerald aguinaldo"
HB00653,"abaya, francis gerald aguinaldo"
HB00654,"abaya, francis gerald aguinaldo"
HB00655,"abaya, francis gerald aguinaldo"
HB00656,"abaya, francis gerald aguinaldo"
HB00657,"abaya, francis gerald aguinaldo"
HB00658,"abaya, francis gerald aguinaldo"
HB00659,"abaya, francis gerald aguinaldo"
HB00660,"abaya, francis gerald aguinaldo"
HB00661,"salo, ron p."
HB00662,"salo, ron p."
HB00663,"salo, ron p."
HB00664,"salo, ron p."
HB00665,"salo, ron p."
HB00666,"salo, ron p."
HB00667,"salo, ron p."
HB00668,"salo, ron p."
HB00669,"salo, ron p."
HB00670,"salo, ron p."
HB00671,"abueg-zaldivar, cyrille ""beng"" f."
HB00672,"abueg-zaldivar, cyrille ""beng"" f."
HB00673,"abueg-zaldivar, cyrille ""beng"" f."
HB00674,"abueg-zaldivar, cyrille ""beng"" f."
HB00675,"abueg-zaldivar, cyrille ""beng"" f."
HB00676,"violago, micaela s."
HB00677,"violago, micaela s."
HB00678,"violago, micaela s."
HB00679,"violago, micaela s."
HB00680,"violago, micaela s."
HB00681,"violago, micaela s."
HB00682,"violago, micaela s."
HB00683,"aglipay, michael edgar y."
HB00684,"aglipay, michael edgar y."
HB00685,"aglipay, michael edgar y."
HB00686,"aglipay, michael edgar y."
HB00687,"aglipay, michael edgar y."
HB00688,"aglipay, michael edgar y."
HB00689,"quimbo, stella luz a."
HB00690,"quimbo, stella luz a."
HB00691,"quimbo, stella luz a."
HB00692,"quimbo, stella luz a."
HB00693,"quimbo, stella luz a."
HB00694,"quimbo, stella luz a."
HB00695,"quimbo, stella luz a."
HB00696,"quimbo, stella luz a."
HB00697,"quimbo, stella luz a."
HB00698,"fariñas, ria christina g."
HB00698,"fariñas, rudys caesar i g."
HB00699,"biazon, ruffy b."
HB00700,"biazon, ruffy b."
HB00701,"biazon, ruffy b."
HB00702,"biazon, ruffy b."
HB00703,"biazon, ruffy b."
HB00704,"biazon, ruffy b."
HB00705,"biazon, ruffy b."
HB00706,"biazon, ruffy b."
HB00707,"biazon, ruffy b."
HB00708,"biazon, ruffy b."
HB00709,"belmonte, jose christopher y."
HB00710,"belmonte, jose christopher y."
HB00711,"belmonte, jose christopher y."
HB00712,"belmonte, jose christopher y."
HB00713,"belmonte, jose christopher y."
HB00714,"belmonte, jose christopher y."
HB00715,"teves, arnolfo jr. ""arnie"" a."
HB00716,"lara, joseph ""jojo"" l."
HB00717,"torres-gomez, lucy"
HB00718,"torres-gomez, lucy"
HB00719,"torres-gomez, lucy"
HB00720,"torres-gomez, lucy"
HB00721,"torres-gomez, lucy"
HB00722,"torres-gomez, lucy"
HB00723,"torres-gomez, lucy"
HB00724,"torres-gomez, lucy"
HB00725,"torres-gomez, lucy"
HB00726,"torres-gomez, lucy"
HB00727,"jalosjos, romeo jr. m."
HB00728,"dalog, maximo jr. y."
HB00729,"dalog, maximo jr. y."
HB00730,"dalog, maximo jr. y."
HB00731,"dalog, maximo jr. y."
HB00732,"dalog, maximo jr. y."
HB00733,"dalog, maximo jr. y."
HB00734,"dalog, maximo jr. y."
HB00735,"dalog, maximo jr. y."
HB00736,"dalog, maximo jr. y."
HB00737,"biazon, ruffy b."
HB00738,"biazon, ruffy b."
HB00739,"biazon, ruffy b."
HB00740,"biazon, ruffy b."
HB00741,"biazon, ruffy b."
HB00742,"biazon, ruffy b."
HB00743,"biazon, ruffy b."
HB00744,"biazon, ruffy b."
HB00745,"biazon, ruffy b."
HB00746,"biazon, ruffy b."
HB00747,"limkaichong, jocelyn sy"
HB00748,"limkaichong, jocelyn sy"
HB00749,"limkaichong, jocelyn sy"
HB00750,"limkaichong, jocelyn sy"
HB00751,"limkaichong, jocelyn sy"
HB00752,"biazon, ruffy b."
HB00753,"biazon, ruffy b."
HB00754,"biazon, ruffy b."
HB00755,"biazon, ruffy b."
HB00756,"biazon, ruffy b."
HB00757,"biazon, ruffy b."
HB00758,"biazon, ruffy b."
HB00759,"biazon, ruffy b."
HB00760,"biazon, ruffy b."
HB00761,"biazon, ruffy b."
HB00762,"biazon, ruffy b."
HB00763,"biazon, ruffy b."
HB00764,"biazon, ruffy b."
HB00765,"biazon, ruffy b."
HB00766,"biazon, ruffy b."
HB00767,"biazon, ruffy b."
HB00768,"biazon, ruffy b."
HB00769,"biazon, ruffy b."
HB00770,"biazon, ruffy b."
HB00771,"biazon, ruffy b."
HB00772,"collantes, ma. theresa v."
HB00773,"collantes, ma. theresa v."
HB00774,"collantes, ma. theresa v."
HB00775,"collantes, ma. theresa v."
HB00776,"collantes, ma. theresa v."
HB00777,"collantes, ma. theresa v."
HB00778,"collantes, ma. theresa v."
HB00779,"collantes, ma. theresa v."
HB00780,"collantes, ma. theresa v."
HB00781,"biazon, ruffy b."
HB00782,"biazon, ruffy b."
HB00783,"biazon, ruffy b."
HB00784,"biazon, ruffy b."
HB00785,"biazon, ruffy b."
HB00786,"biazon, ruffy b."
HB00787,"biazon, ruffy b."
HB00788,"biazon, ruffy b."
HB00789,"biazon, ruffy b."
HB00790,"biazon, ruffy b."
HB00791,"biazon, ruffy b."
HB00792,"biazon, ruffy b."
HB00793,"biazon, ruffy b."
HB00794,"biazon, ruffy b."
HB00795,"biazon, ruffy b."
HB00796,"biazon, ruffy b."
HB00797,"biazon, ruffy b."
HB00798,"biazon, ruffy b."
HB00799,"biazon, ruffy b."
HB00800,"biazon, ruffy b."
HB00801,"cabochan, manuel iii dg."
HB00802,"cabochan, manuel iii dg."
HB00803,"cabochan, manuel iii dg."
HB00804,"cabochan, manuel iii dg."
HB00805,"cabochan, manuel iii dg."
HB00806,"cabochan, manuel iii dg."
HB00807,"cabochan, manuel iii dg."
HB00808,"cabochan, manuel iii dg."
HB00809,"cabochan, manuel iii dg."
HB00810,"alvarez, genaro jr. m."
HB00811,"biazon, ruffy b."
HB00812,"biazon, ruffy b."
HB00813,"biazon, ruffy b."
HB00814,"biazon, ruffy b."
HB00815,"biazon, ruffy b."
HB00816,"biazon, ruffy b."
HB00817,"biazon, ruffy b."
HB00818,"biazon, ruffy b."
HB00819,"biazon, ruffy b."
HB00820,"biazon, ruffy b."
HB00821,"gonzales, aurelio jr. ""dong"" d."
HB00822,"gonzales, aurelio jr. ""dong"" d."
HB00823,"gonzales, aurelio jr. ""dong"" d."
HB00824,"gonzales, aurelio jr. ""dong"" d."
HB00825,"gonzales, aurelio jr. ""dong"" d."
HB00826,"gonzales, aurelio jr. ""dong"" d."
HB00827,"gonzales, aurelio jr. ""dong"" d."
HB00828,"gonzales, aurelio jr. ""dong"" d."
HB00829,"gonzales, aurelio jr. ""dong"" d."
HB00830,"gonzales, aurelio jr. ""dong"" d."
HB00831,"revilla, strike b."
HB00831,"roque, rogelio neil p."
HB00831,"bordado, gabriel jr. h."
HB00831,"deloso-montalla, cheryl p."
HB00831,"hernandez, ferdinand l."
HB00831,"ty, diego ""nonoy"" c."
HB00831,"acop, resurreccion m."
HB00831,"gullas, eduardo ""eddie"" r."
HB00831,"gaite, ferdinand r."
HB00831,"chatto, edgar m."
